form	POS
o	p.correl
yāya	v.n
he	interj
ma	neg
siyā	v.perf.part
dhāsyaṃ	v.co
duḥkhanaṃ	adv.place
coṅā	v.impst
dhālaṃ	v.perf.past
.	punc

thvate	p.anaphor
bṛttānta	adj
nyaṅāva	cv.ant
.	punc

maṃtrī	n
na	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
bikramakeśara	n
.	punc

ati	adv.deg
ajogya	n
kha	n
cha	num
tā	cs.abs
dayāva	cv.ant
khaṃ	n
cona	v.impst
.	punc

chalapola	p.pers
sa	case.loc.inan
camāju	n
na	case.erg
bahukusumāvati	n
svānanaṃ	v.perf.past
chuca	n
ke	case.loc.an
māra	v.impst
dhakaṃ	v.dhak
hatha	n
yāṅāva	cv.ant
coṅa	v.impst
.	punc

thuli	n
yā	case.gen
nimittī	n
na	case.erg
duḥkhanaṃ	v.perf.past
cona	v.impst
dhakaṃ	v.dhak
kaṅāva	cv.ant
.	punc

thana	n
bikramakeśaranaṃ	v.perf.past
dhāram	v.perf.past
.	punc

bho	interj
maṃtrī	n
thva	d.dem
svāna	n
ga	n
na	case.erg
dayīva	cv.ant
.	punc

jinaṃ	adv.conj
kāla	n
vane	v.n
.	punc

babuju	n
nāpa	post.abs
rācakīva	v.np
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
||	punc

fn35	fol
thana	adv.man
bikramakeśaranaṃ	adv.conj
bāju	n
yāke	case.loc.an
vaṅāva	cv.ant
dhālaṃ	v.perf.past
.	punc

bho	interj
bāju	n
jinaṃ	adv.conj
kāla	n
vane	v.n
.	punc

byedā	n
bihuni	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

babunaṃ	adv.conj
dhālaṃ	v.perf.past
.	punc

bho	interj
bikramakeśara	n
.	punc

cha	p.pers
bālaka	n
.	punc

chana	p.pers
ga	n
na	case.erg
kāsya	adv.dir
haya	v.perf.past
phayīva	cv.ant
.	punc

thva	d.dem
pṛthibī	n
sa	case.loc.inan
ma	neg
du	v.impst
.	punc

samudra	n
yā	case.gen
khāla	n
sa	case.loc.inan
coṅa	v.impst
gathya	adv.inter
haya	v.perf.past
dhaka	v.dhak
dhāyāva	cv.ant
conaṃ	v.perf.past
.	punc

thana	n
bikramakeśaranaṃ	adv.conj
yathyanaṃ	adv.man
vane	v.n
juro	v.perf.past
.	punc

bāju	n
byedā	n
bihuni	v.ipv
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

thana	n
rājā	n
naṃ	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
putra	n
bikramakeśara	n
.	punc

chana	p.pers
dāju	n
camā	n
yā	case.gen
kāya	v.n
.	punc

boṅaṃ	adv.conj
yava	v.impst
dhakaṃ	v.dhak
dhāyāva	cv.ant
rājā	n
naṃ	case.erg
bedā	n
bilaṃ	v.perf.past
.	punc

bho	interj
putra	n
.	punc

lasa	n
svayāva	cv.ant
huni	v.ipv
dhaka	v.dhak
chutaṃ	v.perf.past
.	punc

ni	num
mha	cs.anim
vanaṃ	v.perf.past
|	punc
thanaṃ	adv.conj
li	cv.anter
balā	cv.cond
.	punc

taṃka	n
.	punc

kamā	n
na	case.erg
.	punc

tadabāra	n
.	punc

tālapatra	n
khaṅga	n
.	punc

an	adv.conj
na	case.erg
jvanyāva	cv.ant
.	punc

nemha	p.correl
phukīja	n
bahukusumāvati	n
svāna	n
yā	case.gen
kārya	n
vaṅa	v.impst
||	punc

thana	n
gvachinaṃ	adv.conj
mahādurga	n
banāntara	n
sa	case.loc.inan
thyaṅāva	cv.ant
.	punc

laḍvakā	n
sa	case.loc.inan
thyanakāva	cv.ant
.	punc

bikrama	n
ke	case.loc.an
aranaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
chi	num
dāju	n
.	punc

chiji	n
ni	num
mha	cs.anim
nāpa	post.abs
vane	v.n
ma	neg
khu	v.impst
.	punc

ni	num
mha	cs.anim
nikhe	n
vane	v.n
dhāsyaṃ	v.perf.past
.	punc

bahukusumāvati	adj
svāna	n
jvanyāva	cv.ant
.	punc

su	p.interrog
nhāpā	adv.temp
lāto	v.perf.past
.	punc

vamhanaṃ	adv.conj
ladvakā	n
sa	case.loc.inan
laṅaṃ	v.co
conya	v.n
māla	v.perf.past
dhakaṃ	v.dhak
.	punc

thithiṃ	adv.man
bhākhā	n
yānyāva	cv.ant
vaṅa	v.impst
julo	v.perf.past
.	punc

thana	n
mahādurga	n
bana	n
sa	case.loc.inan
mahābhayaṃkara	n
.	punc

thāya	n
sa	case.loc.inan
.	punc

sunaṃ	adv.conj
nāpa	post.abs
ma	neg
lāka	n
.	punc

jhaṃgara	n
.	punc

pachi	n
yā	case.gen
.	punc

śabda	n
suddhāṃta	adv.deg
nāpaṃ	post.ass
ma	neg
du	v.impst
.	punc

thathiṃṅa	p.correl
bana	n
sa	case.loc.inan
thyaṅāva	cv.ant
.	punc

mahātrā	n
sa	case.loc.inan
yāṅāva	cv.ant
coṅa	v.impst
(fn11b)	fol
bela	n
sa	case.loc.inan
.	punc

thva	d.dem
bikramakeśaranaṃ	adv.conj
ciṃtalapalaṃ	v.perf.past
.	punc

āva	adv.temp
ji	p.pers
na	case.erg
chu	p.indef
yāya	v.n
dhaka	v.dhak
.	punc

svāna	n
yā	case.gen
jāta	n
ma	neg
siva	v.np
dhakaṃ	v.dhak
.	punc

anega	d.quant
parbata	n
vaṅāva	cv.ant
.	punc

nānā	d.quant
prakāra	n
yā	case.gen
jāti	n
jāti	n
svāna	n
thvayāva	cv.ant
.	punc

dva	n
ciṅāva	cv.ant
.	punc

thva	d.dem
dvakā	n
sa	case.loc.inan
conyāva	cv.ant
conaṃ	v.perf.past
||	punc

thana	n
dāju	n
durgabana	n
sa	case.loc.inan
du	v.impst
hāyāva	cv.ant
.	punc

bhayaṃkara	adj
thāya	n
sa	case.loc.inan
thyanāva	cv.ant
.	punc

trāsa	n
cāsyaṃ	v.co
coṅa	v.impst
bela	n
sa	case.loc.inan
.	punc

rākṣasinī	n
cha	num
mha	cs.anim
vayāva	cv.ant
.	punc

rākṣasinīnaṃ	adv.conj
dhālaṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
.	punc

ji	p.pers
matyanā	n
putra	n
cha	p.pers
.	punc

ji	p.pers
kha	n
bhati	adj
ṅahune	v.n
.	punc

huṃhuṃ	p.indef
simā	n
sa	case.loc.inan
khāsyaṃ	v.co
tayā	v.perf.part
mha	cs.anim
.	punc

mṛtaka	n
cha	num
mha	cs.anim
chīnaṃ	adv.man
ko	adv.dir
kāyāva	cv.ant
bihune	v.n
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

rājaputracānaṃ	adv.conj
dhālaṃ	v.perf.past
.	punc

bho	interj
strīja	n
na	case.erg
.	punc

chī	n
su	p.interrog
juyīva	cv.ant
.	punc

deba	n
lā	cl.inter
.	punc

manuṣya	n
lā	cl.inter
.	punc

rākṣasanī	n
lā	cl.inter
.	punc

su	p.interrog
khava	v.impst
ji	p.pers
na	case.erg
ma	neg
fn36	fol
siyā	v.perf.part
dhaka	v.dhak
rājā	n
naṃ	case.erg
ṅanaṃ	v.perf.past
.	punc

thva	d.dem
strījananaṃ	adv.conj
dhāraṃ	v.perf.past
.	punc

bho	interj
puruṣa	n
ji	p.pers
lā	cl.inter
julasā	cv.cond
bhīṣaṇa	n
dhāyā	v.perf.part
rākṣasinī	n
thukā	evid
dhālaṃ	v.perf.past
.	punc

thana	n
rājā	n
naṃ	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
chī	n
strī	n
.	punc

chu	p.indef
nimittī	n
na	case.erg
.	punc

thana	n
coṅā	v.perf.part
dhaka	v.dhak
chī	num
bosyaṃ	v.co
juyaṃ	v.co
phava	v.impst
.	punc

chī	adv.dur
huni	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

bhayanaṃ	adv.conj
jñānyāva	cv.ant
.	punc

rākṣasanī	n
bosya	v.co
vane	v.n
tene	v.n
bela	n
sa	case.loc.inan
.	punc

tālapatra	n
khaṅga	n
kāyāva	cv.ant
.	punc

tuti	n
sa	case.loc.inan
pālāva	cv.ant
.	punc

kātapālalakāma	n
tola	n
phesyaṃ	v.co
vanaṃ	v.perf.past
.	punc

thva	d.dem
rājā	n
na	case.erg
thva	d.dem
kātapālalakāma	n
kāyāva	cv.ant
.	punc

jvanyāva	cv.ant
vanaṃ	v.perf.past
.	punc

thanaṃ	adv.conj
li	cv.anter
thva	d.dem
rājā	n
naṃ	case.erg
cintalapalaṃ	v.perf.past
.	punc

thva	d.dem
kātapālalakāma	n
yā	case.gen
balanaṃ	prep
thukā	evid
.	punc

thva	d.dem
bosyaṃ	v.co
vane	v.n
phata	v.perf.past
.	punc

āva	adv.temp
thva	d.dem
kātapālalakāmanaṃ	v.perf.past
ṅhānāva	cv.ant
.	punc

boyāva	cv.ant
.	punc

samudra	n
pāla	n
yāya	v.n
dhaka	v.dhak
dhāsyaṃ	v.perf.past
.	punc

rasa	n
tāsyaṃ	v.co
thvayānaṃ	v.perf.past
durgābananaṃ	v.perf.past
durgābana	n
sa	case.loc.inan
du	v.impst
hāyāva	cv.ant
vanaṃ	v.perf.past
||	punc

thana	adv.man
bhojapuri	n
dhāyā	v.perf.part
deśa	n
samīpa	n
sa	case.loc.inan
thyanyāva	cv.ant
.	punc

deśa	n
sa	case.loc.inan
du	v.impst
hāyāva	cv.ant
solaṅāsyaṃ	v.perf.past
.	punc

thva	d.dem
deśa	n
sa	case.loc.inan
utpātanaṃ	adv.man
khvayāva	cv.ant
conaṃ	v.perf.past
.	punc

thva	d.dem
rājā	n
naṃ	case.erg
ṅanaṃ	v.perf.past
.	punc

chāna	adv.inter
khva	n
yā	case.gen
chu	p.interrog
jura	v.perf.past
dhakaṃ	v.dhak
nyanaṃ	v.perf.past
.	punc

thana	n
misānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

chī	n
chu	p.interrog
juīva	v.np
dhakaṃ	v.dhak
ṅanaṃ	v.perf.past
.	punc

rājā	n
naṃ	case.erg
dhālaṃ	v.perf.past
.	punc

ji	p.pers
lā	cl.inter
julasā	cv.cond
pāhāna	n
thukā	evid
dhakaṃ	v.dhak
kanaṃ	v.perf.past
.	punc

thana	n
misānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
pāhāna	n
.	punc

ṅahune	v.n
.	punc

ji	p.pers
panisa	case.gen.h.pl
duḥkha	n
yā	case.gen
kha	n
kane	v.n
.	punc

thva	d.dem
bana	n
sa	case.loc.inan
coṅa	v.impst
mha	cs.anim
rākṣasa	n
cha	num
mha	cs.anim
du	v.impst
.	punc

thva	d.dem
rākṣasa	n
yāta	case.dat
thva	d.dem
deśanaṃ	adv.man
pāla	n
bisyaṃ	v.co
tayā	v.perf.part
.	punc

nhi	n
nhi	n
chiyā	n
jāki	n
cha	num
dāra	n
yā	case.gen
jā	n
thusyaṃ	v.co
yane	v.n
.	punc

mesa	n
ṅāpā	v.perf.part
yane	v.n
.	punc

manuṣya	n
cha	num
mha	cs.anim
yane	v.n
māla	v.perf.past
.	punc

thva	d.dem
byūla	n
vanyamha	p.correl
lihāṃ	v.co
vaya	v.n
ma	neg
du	v.impst
.	punc

(fn12a)	fol
thva	d.dem
rākṣasa	n
na	case.erg
nayīva	cv.ant
.	punc

nhi	n
nhi	n
chiya	n
thugu	n
kathaṃ	adv.man
pāra	n
biya	v.n
māra	v.impst
.	punc

thani	adv.temp
ji	p.pers
panisa	case.gen.h.pl
pāra	n
vane	v.n
telo	v.perf.past
.	punc

thuli	n
yā	case.gen
nimittina	post.abs
khoyāva	cv.ant
coṅā	v.perf.part
.	punc

dhakaṃ	v.dhak
kaṅāva	cv.ant
.	punc

thva	d.dem
mahāpuruṣa	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
strīja	n
na	case.erg
meba	adj
sunuṃ	p.indef
pāra	n
vane	v.n
du	v.impst
lā	cl.inter
.	punc

gathye	adv.inter
khava	v.impst
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

thva	d.dem
strījana	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

siyata	n
su	p.interrog
vaniva	v.np
dhakaṃ	v.dhak
misānaṃ	v.perf.past
dhāraṃ	v.perf.past
||	punc

thva	d.dem
rājā	n
na	case.erg
jivasā	cv.cond
ji	p.pers
vane	v.n
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

thana	n
rātri	n
yā	case.gen
samaya	n
juyāva	cv.ant
.	punc

deśa	n
yā	case.gen
māhāna	n
vayāva	cv.ant
.	punc

pāra	n
vanimha	p.correl
bo	n
na	case.erg
vava	v.impst
juro	v.perf.past
.	punc

thva	d.dem
rājācā	n
na	case.erg
samasta	d.quant
tālapatra	n
fn37	fol
khaḍga	n
jvaṅāva	cv.ant
thamaṃ	p.refl
palisā	n
vanaṃ	v.perf.past
.	punc

thva	d.dem
rākṣasa	n
yā	case.gen
thāya	n
sa	case.loc.inan
vaṅāva	cv.ant
meba	adj
sakalyeṃ	v.co
li	cv.anter
chosyaṃ	v.co
haraṃ	v.perf.past
.	punc

thamaṃ	p.refl
juko	v.perf.past
conaṃ	v.perf.past
.	punc

thana	adv.conj
rātri	n
yā	case.gen
samaye	n
sa	case.loc.inan
rākṣasa	n
vayāva	cv.ant
.	punc

thva	d.dem
rākṣasa	n
na	case.erg
tama	n
na	case.erg
saratā	cv.cond
.	punc

bho	interj
pāpi	n
sta	n
manuṣya	n
pani	case.abs.h.pl
thani	adv.temp
ga	n
na	case.erg
coṅā	v.perf.part
.	punc

ati	adv.deg
pyatyāto	v.perf.past
.	punc

thani	adv.temp
cha	p.pers
naya	v.n
juro	v.perf.past
dhakaṃ	v.dhak
rākṣasa	n
na	case.erg
dhāyāva	cv.ant
.	punc

rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
pāpi	n
sta	n
rākṣasa	n
chana	p.pers
anega	d.quant
jība	n
jaṃtu	adj
manuṣya	n
samastaṃ	d.quant
mocakāva	cv.ant
nayāva	cv.ant
coṅa	v.impst
.	punc

cha	num
pāpi	n
sta	n
rākṣasa	n
na	case.erg
jiva	cv.ant
juddha	n
ma	neg
yāsyaṃ	v.co
amo	d.dem
bastu	n
ma	neg
du	v.impst
dhāyāva	cv.ant
.	punc

rākṣasa	n
tam	v.perf.past
cāyāva	cv.ant
.	punc

mahā	adj
krodha	n
pi	adv.dir
kāyāva	cv.ant
.	punc

tihiṃ	n
tihiṃ	adj
nvayāva	cv.ant
juddha	n
yāya	v.n
tyeṅā	v.perf.part
bela	n
sa	case.loc.inan
.	punc

thva	d.dem
rājā	n
na	case.erg
tārāpatra	n
khaḍga	n
kāyāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
pāpi	n
sta	n
rākṣasa	n
cha	num
ji	p.pers
na	case.erg
mocake	v.n
juro	v.perf.past
.	punc

chana	p.pers
su	p.interrog
sumarape	v.n
teṅā	v.perf.part
.	punc

sumarapiva	cv.ant
dhāyāva	cv.ant
.	punc

rākṣasa	n
tam	v.perf.past
cāyāva	cv.ant
vayāva	cv.ant
mahā	adj
juddha	n
yātaṃ	v.perf.past
.	punc

rithya	adj
thva	d.dem
rājā	n
na	case.erg
tama	n
na	case.erg
tālapatra	n
khaḍga	n
na	case.erg
pārāva	cv.ant
mocakaraṃ	v.perf.past
||	punc

thanaṃ	adv.conj
li	cv.anter
lihā	adv.dir
vayāva	cv.ant
che	p.pers
thula	n
nāpa	post.abs
rātaṃ	v.perf.past
.	punc

bho	interj
che	p.pers
thula	n
.	punc

thva	d.dem
rākṣasa	n
ji	p.pers
na	case.erg
mocake	v.n
dhuna	v.impst
dhakaṃ	v.dhak
kanaṃ	v.perf.past
.	punc

thva	d.dem
misāja	n
na	case.erg
ati	adv.deg
kautuka	adj
cāsyaṃ	v.perf.past
.	punc

dhaṃde	v.n
dhaṃde	v.n
khava	adj
bhāju	n
dhāsyaṃ	v.co
conaṃ	v.perf.past
.	punc

thva	d.dem
deśa	n
yā	case.gen
rājā	n
yāke	case.loc.an
che	p.pers
thula	n
misā	n
vayāva	cv.ant
bimati	n
yātaṃ	v.perf.past
.	punc

bho	interj
rājā	n
ati	adv.deg
kautuka	adj
kha	n
cha	num
tā	cs.abs
bimati	n
yāya	v.n
ta	case.dat
vayā	v.perf.part
.	punc

chalalopa	n
yā	case.gen
deśa	n
yā	case.gen
sukha	n
juyivagu	adj
.	punc

bho	interj
rājā	n
jhijhi	n
sa	case.loc.inan
rākṣasa	n
yāta	case.dat
pāla	n
cona	v.impst
vane	v.n
ma	neg
mvāra	v.impst
.	punc

thva	d.dem
rākṣasa	n
mahāpuruṣa	n
cha	num
mha	cs.anim
sena	case.erg.h
syāya	v.n
dhunakara	v.perf.past
.	punc

ji	p.pers
che	n
sa	case.loc.inan
bāsa	n
coṅa	v.impst
mha	cs.anim
dhakaṃ	v.dhak
bimati	n
yāsyaṃ	v.co
li	cv.anter
.	punc

thva	d.dem
deśa	n
yā	case.gen
rājā	n
na	case.erg
khava	v.impst
rā	cl.inter
ni	num
thva	d.dem
yaṅa	v.impst
dhakaṃ	v.dhak
dhāsyaṃ	v.co
thva	d.dem
rājācā	n
bonakara	v.perf.past
chotaṃ	v.perf.past
.	punc

boṅaṃ	adv.conj
yaṅāva	cv.ant
thva	d.dem
rājācā	n
svayāva	cv.ant
ati	adv.deg
rasa	n
tāyāva	cv.ant
nānā	d.quant
silopāva	cv.ant
(fn12b)	fol
biyāva	cv.ant
talaṃ	v.perf.past
.	punc

thva	d.dem
deśa	n
yā	case.gen
rājā	n
na	case.erg
thava	p.refl
mhyacaṃ	n
biyāva	cv.ant
taraṃ	v.perf.past
.	punc

thana	adv.man
li	cv.anter
pya	num
nhu	cs.time
cyā	v.perf.part
nhu	cs.time
dasyaṃ	v.co
li	cv.anter
rājā	n
bikramakeśaricā	n
na	case.erg
thava	p.refl
karāta	n
yāke	case.loc.an
ṅenaṃ	v.perf.past
.	punc

bho	interj
rānicā	n
ji	p.pers
babuju	n
yā	case.gen
duḥkha	n
juyāva	cv.ant
bahukusumāvati	n
svāna	n
kāla	n
vayā	v.perf.part
.	punc

āva	adv.temp
ji	p.pers
vane	v.n
.	punc

bedā	n
bihune	v.n
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
svāna	n
durgapatha	n
sa	case.loc.inan
vaṅāva	cv.ant
haya	v.perf.past
phayiva	v.np
rā	cl.inter
dhakaṃ	v.dhak
rānīcā	n
yāke	case.loc.an
ṅanaṃ	v.perf.past
,	punc

thana	adv.man
fn38	fol
rānīcā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
prabhu	n
svāmi	n
.	punc

chi	num
parākrama	n
dava	v.impst
.	punc

jhāsane	v.n
.	punc

lihā	adv.dir
vaye	v.n
bela	n
sa	case.loc.inan
thana	n
jhāya	v.n
juko	v.perf.past
māra	v.impst
.	punc

dhakaṃ	v.dhak
dhāyāva	cv.ant
chotaṃ	v.perf.past
.	punc

thanaṃ	adv.conj
li	cv.anter
rājā	n
vanaṃ	v.perf.past
||	punc

thana	adv.man
mahānagara	n
dhāyā	v.perf.part
nāma	n
nagara	n
chagurī	n
dava	v.impst
.	punc

thva	d.dem
nagara	n
sa	case.loc.inan
du	v.impst
hāyāva	cv.ant
rājagṛha	n
yā	case.gen
kosa	n
coṅāva	cv.ant
conaṃ	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
thva	d.dem
deśa	n
yā	case.gen
rājā	n
yā	case.gen
mhyāca	n
na	case.erg
jhyāla	n
na	case.abl
ko	adv.dir
sora	v.impst
vava	v.impst
.	punc

thva	d.dem
rājācā	n
khaṅāva	cv.ant
.	punc

thva	d.dem
rānī	n
na	case.erg
bhārapā	v.perf.part
gathiṃṅa	adv.inter
sundara	adj
bhiṅa	adj
mijana	v.ipv
.	punc

thathiṅa	p.correl
puruṣa	n
rātasā	cv.cond
ji	p.pers
mahābhāgya	n
dhaka	v.dhak
dhāyāva	cv.ant
soyāva	cv.ant
coṅa	v.impst
bela	n
sa	case.loc.inan
rājācā	n
yā	case.gen
dṛṣṭiva	cv.ant
rānī	n
yā	case.gen
dṛṣṭiva	v.np
cūra	n
rāka	n
juro	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
rānīcānaṃ	v.perf.past
dhāraṃ	v.perf.past
.	punc

bho	interj
sakhi	n
huṃhuṃ	p.indef
mijana	n
cha	num
mha	cs.anim
boṅāva	cv.ant
hiva	v.np
dhaka	v.dhak
dhāsyaṃ	v.co
chotaṃ	v.perf.past
.	punc

thva	d.dem
sakhi	n
vaṅāva	cv.ant
rājācā	n
sarataraṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
.	punc

ji	p.pers
panisa	case.gen.h.pl
rānī	n
na	case.erg
bonakara	n
hara	v.perf.past
.	punc

vāyo	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
boṅaṃ	v.co
yaṅāva	cv.ant
rānī	n
nāpa	post.abs
rācakāva	cv.ant
bilaṃ	v.perf.past
.	punc

thana	n
rānī	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
chi	num
khaṅāva	cv.ant
ji	p.pers
mana	n
vaṅa	v.impst
.	punc

chalapola	p.pers
ji	p.pers
na	case.erg
puruṣa	n
yāya	v.n
bhārapā	v.perf.part
chiva	num
jiva	cs.anim
thithi	n
māyā	n
tasyaṃ	v.co
———	v.perf.past
.	punc

tiri	n
puruṣa	n
juyāva	cv.ant
sunānaṃ	p.indef
ma	neg
khanakaṃ	v.perf.past
kothā	n
sa	case.loc.inan
conaṃ	v.perf.past
||	punc

cha	num
nhu	num.time
yā	case.gen
dina	n
sa	case.loc.inan
thva	d.dem
rānīcā	n
yā	case.gen
khvāra	n
cata	v.perf.past
ma	neg
kaṅāva	cv.ant
rājācā	n
na	case.erg
ṅanaṃ	v.perf.past
.	punc

bho	interj
rānīcā	n
thani	adv.temp
chana	p.pers
khvāla	n
cava	v.np
ma	neg
kaṅa	v.impst
gathya	adv.inter
khava	v.impst
dhāyāva	cv.ant
.	punc

rānīcānaṃ	adv.conj
dhāraṃ	v.perf.past
.	punc

bho	interj
mahārājācā	n
.	punc

ji	p.pers
babu	n
na	case.erg
mebu	n
rājā	n
yāta	v.perf.past
kala	n
pule	v.n
māla	v.perf.past
.	punc

thani	adv.temp
kāra	n
vayiva	v.np
.	punc

thuguli	p.indef
kārana	n
sa	case.loc.inan
duḥkha	n
cāsyaṃ	v.co
coṅā	v.perf.part
dhaka	v.dhak
dhāraṃ	v.perf.past
.	punc

thvate	p.anaphor
kha	n
ṅaṅāva	cv.ant
rājācā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
rānīcā	n
chana	p.pers
babuju	n
boṅāva	cv.ant
hiva	v.np
.	punc

ji	p.pers
na	case.erg
nāpa	post.ass
lāya	v.n
dhāyāva	cv.ant
rānīcā	n
vaṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
babuju	n
ji	p.pers
ke	case.loc.an
mahāpuruṣa	n
cha	num
mha	cs.anim
vava	v.impst
du	v.impst
.	punc

chalapola	p.pers
nāpa	post.abs
lāya	v.n
dhāraṃ	v.perf.past
.	punc

nāpa	post.abs
lāhune	v.n
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
rājā	n
na	case.erg
mahāpuruṣa	n
nāpa	post.abs
rāka	n
.	punc

rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
*mahāpuruṣa	n
(fn13a)	fol
cha	p.pers
su	p.interrog
juyiva	v.np
.	punc

gana	adv.inter
yā	case.gen
khava	v.impst
.	punc

chi	num
nāma	n
chu	p.interrog
.	punc

chu	p.interrog
nimittina	post.abs
ji	p.pers
nāpa	post.abs
rāya	v.n
dhāyā	v.perf.part
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

rājācā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahārājā	n
.	punc

ji	p.pers
juyiva	v.np
bikramāditya	n
rājā	n
yā	case.gen
jyeṣṭa	adj
putra	n
bikramakeśari	n
ji	p.pers
dhakaṃ	v.dhak
dhāsyaṃ	v.co
thithiṃ	adv.man
thithiṃ	adv.man
satyaṃ	v.co
yāṅāva	cv.ant
.	punc

satya	adv.man
yācakāva	cv.ant
biśvāsakha	n
lhātaṃ	v.perf.past
||	punc

fn39	fol
(thugū	p.correl
thāya	n
sa	case.loc.inan
rānīcā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
babuju	n
.	punc

thva	d.dem
ji	p.pers
ta	case.dat
puruṣa	n
yāya	v.n
julo	v.perf.past
dhaka	v.dhak
gupta	n
na	case.erg
boṅāva	cv.ant
tayā	v.perf.part
pya	num
nhu	cs.time
cyā	v.perf.part
nhu	cs.time
dasyaṃ	v.co
li	cv.anter
ja	p.pers
khvāra	n
cava	v.np
ma	neg
kaṅa	v.impst
svayāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
rānīcā	n
.	punc

chana	p.pers
chu	p.interrog
duḥkha	n
jura	v.perf.past
.	punc

chana	p.pers
khvāra	n
cava	v.np
ma	neg
kaṅa	v.impst
dhakaṃ	v.dhak
ṅanaṃ	v.perf.past
.	punc

thana	adv.man
ji	p.pers
na	case.erg
dhāyā	v.perf.part
khava	v.impst
khye	v.n
.	punc

thani	adv.temp
babuju	n
yā	case.gen
meba	adj
deśa	n
yā	case.gen
rājā	n
na	case.erg
kara	n
kāra	n
vayiva	v.np
.	punc

ma	neg
birasā	cv.cond
hatāra	n
kara	n
vayiva	v.np
dhakaṃ	v.dhak
dhāyā	v.perf.part
.	punc

thathyaṃ	adv.conj
thukā	evid
ji	p.pers
khvāra	n
cava	v.np
ma	neg
kaṅa	v.impst
dhakaṃ	v.dhak
kaṅā	v.perf.part
.	punc

thana	adv.conj
rājā	n
na	case.erg
dhāra	v.perf.past
amathya	v.n
rā	cl.inter
julasā	cv.cond
chana	p.pers
babuju	n
jñāya	v.n
mu	neg
mvāle	v.n
dhāyāva	cv.ant
ji	p.pers
na	case.erg
māra	v.impst
thya	post.abs
yat	v.co
na	case.erg
yāya	v.n
makhā	evid
.	punc

chana	p.pers
babuju	n
yāke	case.loc.an
ji	p.pers
nāpa	post.abs
rācakiva	v.np
dhaka	v.dhak
dhāraṃ	v.perf.past
.	punc

thana	adv.man
meba	adj
dūta	n
chu	p.indef
yā	case.gen
ha	n
yā	case.gen
.	punc

bho	interj
mahārājā	n
.	punc

chalapola	p.pers
darśana	n
yāya	v.n
dhaka	v.dhak
mahāpuruṣa	n
cha	num
mha	cs.anim
vava	v.impst
du	v.impst
dhaka	v.dhak
dhāyā	v.perf.part
.	punc

thana	n
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

jiva	p.pers
kṣe	n
boṅāva	cv.ant
hiva	v.np
dhaka	v.dhak
dhāyāva	cv.ant
bikramakeśari	n
nāpa	post.abs
rācakāva	cv.ant
biraṃ	v.perf.past
||	punc

thanaṃ	adv.conj
li	cv.anter
khabu	n
juva	v.impst
